"Status","Type","Previous Status","Account Name"
"New","Renewal","Verified","KREATIVE KUSTOMS PAINT AND BODY SHOP"
"New","Renewal","Verified","Salt River Roofing"
"New","Renewal","Verified","Rocky View Construction"
"New","Renewal","Verified","Portland Liquor Store"
"New","Renewal","Put-Through","Kodak Pet Grooming"
"New","Renewal","Verified","E & L Repair"
"New","Renewal","Verified","GroomStation Dog Grooming Salon"
"New","Renewal","Verified","Shawnee Car Care"
"New","Renewal","Verified","Ron Brown & Sons"
"New","Renewal","Verified","4u Home Health Care"
"New","Renewal","Put-Through","Hooks BBQ"
"New","Renewal","Verified","Cease Family Funeral"
"New","Renewal","Put-Through","Dave May Concrete"
"New","Renewal","Verified","South Central Towing"
"New","Renewal","Verified","Armiger Acoustical & Drywall"
"New","Renewal","Verified","M.J.H. Construction"
"New","Renewal","Verified","Outback Steakhouse"
"New","Renewal","Verified","Express Tint"
"New","Renewal","Verified","Handling Business Overtime WGE CLT"
"New","Renewal","Put-Through","Strong Ass Movers Llc"
"New","Renewal","Verified","D&S Concrete Finishing Llc"
"New","Renewal","Verified","Embers Steakhouse"
"New","Renewal","Verified","PC Fireworks Plus LLC"
"New","Renewal","Verified","Torborg's Lumber"
"New","Renewal","Verified","Kim Farner Insurance"
"New","Renewal","Put-Through","Xtremely Lifted Inc"
"New","Renewal","Verified","The Waterhole"
"New","Renewal","Put-Through","Mountain Zest"
"New","Renewal","Verified","The Flower Shack"
"New","Renewal","Verified","Re/Max 4000"
"New","Renewal","Verified","Eley Funeral Home & Crematory"
"New","Renewal","Verified","Chandler Hardware"
"New","Renewal","Verified","The Western Bar & Grill"
"New","Renewal","Verified","Daves Economy Auto Center"
"New","Renewal","Put-Through","GLASSBURGH"
"New","Renewal","Verified","Chargo Earth Works"
"New","Renewal","Verified","ABC Garage Door Sales & Service"
"New","Renewal","Verified","All American Classic Diner"
"New","Renewal","Verified","Bass's Landscaping Lawncare"
"New","Renewal","Verified","Home Team Inspection Service"
"New","Renewal","Put-Through","Kreps Concrete Construction"
"New","Renewal","Verified","Thomas Garage"
"New","Renewal","Put-Through","W.A.C. Landscape Contractors of Greenville"
"New","Renewal","Verified","Weaver's Diesel & Truck Repair"
"New","Renewal","Verified","Vinyl Fencing & Building Products"
"New","Renewal","Verified","Boss C. Cleaning Service"
"New","Renewal","Verified","Oceans Blue Family Cleaning Services"
"New","Renewal","Verified","Kid Country Child Care"
"New","Renewal","Verified","Endeavor Homes"
"New","Renewal","Put-Through","Smith Funeral Chapels"
"New","Renewal","Verified","Mike Tipton Roofing & Construction"
"New","Renewal","Verified","B-Boys Auto Repair"
"New","Renewal","Verified","Paw Zazz Pet Grooming Salon"
"New","Renewal","Verified","Beaver's Bend Restaurant"
"New","Renewal","Verified","Sizzlin' Steak & Eggs"
"New","Renewal","Put-Through","Parkview Senior Living Knoxville Tn"
"New","Renewal","Verified","Tiffany's Cafe"
"New","Renewal","Put-Through","Sperry Drilling Inc"
"New","Renewal","Verified","Moto Wizards"
"New","Renewal","Verified","Quick & Easy Auto Repair Mobile Mechanic"
"New","Renewal","Verified","Nancy's Catering"
"New","Renewal","Verified","HVACRX Llc"
"New","Renewal","Verified","Flanagans Pub"
"New","Renewal","Verified","Tobacco Barn"
"New","Renewal","Put-Through","Shoreline Plumbing"
"New","Renewal","Verified","Sun City Income Tax Service"
"New","Renewal","Verified","Raco Distributing Incorporated"
"New","Renewal","Verified","East TN Vapors LLC"
"New","Renewal","Verified","Canton Auto Center"
"New","Renewal","Verified","Clean Slate Coffee House"
"New","Renewal","Put-Through","K&K Tree Service"
"New","Renewal","Verified","Alaska Auto Transport"
"New","Renewal","Put-Through","Hippo HQ"
"New","Renewal","Verified","Wall Heating & A/C"
"New","Renewal","Verified","Hello Socialite"
"New","Renewal","Verified","Phillip's Electrical"
"New","Renewal","Verified","Phil's Garage Door Service"
"New","Renewal","Verified","City Tire & Muffler "
"New","Renewal","Verified","River Valley Community School District"
"New","Renewal","Put-Through","Precision Guttering"
"New","Renewal","Verified","Daddy G's Yard and Tree"
"New","Renewal","Verified","Hurricane Dumpsters & Snow"
"New","Renewal","Verified","David's Diner"
"New","Renewal","Verified","Rob Flo Bathtub & Sink Repair"
"New","Renewal","Verified","AC - AC"
"New","Renewal","Put-Through","JP's Custom & Cycle"
"New","Renewal","Verified","C.M.T."
"New","Renewal","Put-Through","E & J Towing & Recovery"
"New","Renewal","Verified","S.W. Arkansas Counseling & Mental Health Center"
"New","Renewal","Verified","Winds of Change Tree Service"
"New","Renewal","Verified","Legend Liquor"
"New","Renewal","Verified","Boone Funeral Home"
"New","Renewal","Verified","Rockford Hemp Company"
"New","Renewal","Verified","JK Kalloch Excavation"
"New","Renewal","Put-Through","AMC Roofing And Siding"
"New","Renewal","Verified","Leflores I.S.D."
"New","Renewal","Verified","Daniel's Small Engine Repair"
"New","Renewal","Verified","Midwest Truck & Trailer Repair"
"New","Renewal","Verified","Paris Lumber & Building Center"
"New","Renewal","Verified","Friends Auto Body Shop"
"New","Renewal","Put-Through","JDH Electric Corp"
"New","Renewal","Verified","Jefferson House"
"New","Renewal","Put-Through","Jay's Automotive"
"New","Renewal","Verified","Extraordinary Nurses Llc"
"New","Renewal","Verified","Dennis George Automotive"
"New","Renewal","Verified","mountain valley deisel"
"New","Renewal","Verified","The Sand Bar And Grille"
"New","Renewal","Verified","Outer Banks Automotive Repair"
"New","Renewal","Verified","M & J Smoke Shop"
"New","Renewal","Put-Through","Kas Hauling & Junk Removal"
"New","Renewal","Verified","Greeneville Vapor"
"New","Renewal","Verified","L & B Auto Incorporated"
"New","Renewal","Verified","Nav-A-Gator Bar & Grill"
"New","Renewal","Verified","Martin's Auto Repair"
"New","Renewal","Verified","Sip N Spin Bar & Grill"
"New","Renewal","Put-Through","Northeast Towing Service"
"New","Renewal","Verified","Goodrich Heating & Cooling"
"New","Renewal","Put-Through","Cherokee Feed & Seed Incorporated"
"New","Renewal","Verified","Skf Auto"
"New","Renewal","Verified","Mollet Automotive Service"
"New","Renewal","Verified","Cincinnati Hemp Company"
"New","Renewal","Verified","Revival Lawn Care"
"New","Renewal","Verified","3D Auto Body & Paint & 3D Auto Sales"
"New","Renewal","Verified","Chase Tire And Auto"
"New","Renewal","Put-Through","Cloverland Paper Company"
"New","Renewal","Verified","Sapura Recreational Weed Dispensary"
"New","Renewal","Verified","Chancellor Insurance Agency Incorporated"
"New","Renewal","Verified","The Plug Smoke Shop"
"New","Renewal","Verified","Lyell Ave Smoke Shop"
"New","Renewal","Verified","Priority Landscape and Maintenance"
"New","Renewal","Put-Through","Herb Chambers Cadillac, Maserati & Alfa Romeo"
"New","Renewal","Verified","Colomy Paint & Decorating"
"New","Renewal","Put-Through","LSNS Consulting Llc"
"New","Renewal","Verified","Divine Professional Services"
"New","Renewal","Verified","Canela Drywall"
"New","Renewal","Verified","Highland Protection"
"New","Renewal","Verified","Randy's Tree Service"
"New","Renewal","Verified","Good Times Diner"
"New","Renewal","Verified","Hancock  Automotive"
"New","Renewal","Put-Through","PC Fireworks Plus LLC"
"New","Renewal","Verified","Giggles & Wiggles Academy"
"New","Renewal","Verified","L. Jansky Service Station"
"New","Renewal","Verified","United Heating & Air Conditioning"
"New","Renewal","Verified","Auto Image"
"New","Renewal","Verified","Trinity Real Estate Ventures"
"New","Renewal","Put-Through","Affordable Exterminators"
"New","Renewal","Verified","Trucks Plus Auto Accessories"
"New","Renewal","Put-Through","Riebeling Farms"
"New","Renewal","Verified","McClain Hardware"
"New","Renewal","Verified","Albritton Machine Incorporated"
"New","Renewal","Verified","Granicy Square"
"New","Renewal","Verified","Dawg Gone Dirty"
"New","Renewal","Verified","Family Table"
"New","Renewal","Verified","Polaris Surveying"
"New","Renewal","Put-Through","Jones Renovation & Transformations"
"New","Renewal","Verified","Love A Teacher N.C."
"New","Renewal","Verified","A Step Up Career Academy Center"
"New","Renewal","Verified","Law Offices of Joseph Baldacci"
"New","Renewal","Verified","Semper Mechanical"
"New","Renewal","Verified","Horse Shoe Inn"
"New","Renewal","Put-Through","Magnolia Roofing & Construction Llc"
"New","Renewal","Verified","Juan's Wrecker & Truck Repair LLC"
"New","Renewal","Put-Through","Rockingham Housing Authority"
"New","Renewal","Verified","T & S Beauty Supply"
"New","Renewal","Verified","Shelton Hauling And Removal"
"New","Renewal","Verified","Tom's Florist"
"New","Renewal","Verified","3 RRR'S Plumbing"
"New","Renewal","Verified","David Helms Services"
"New","Renewal","Verified","Columbus Auto Body "
"New","Renewal","Put-Through","No Limits Fitness"
"New","Renewal","Verified","Officiant Doug"
"New","Renewal","Verified","EZ Window Solutions of Strongsville"
"New","Renewal","Verified","VFW Saint Augustine Post 2391"
"New","Renewal","Verified","H & H Forest Management, Inc."
"New","Renewal","Verified","Greek Grille"
"New","Renewal","Put-Through","Julie's Movers"
"New","Renewal","Verified","Singing Springs Resort"
"New","Renewal","Put-Through","Thurman Wilson Insurance"
"New","Renewal","Verified","Dostie's Towing"
"New","Renewal","Verified","Pederson Funeral Home"
"New","Renewal","Verified","Wagner's Service & Installation"
"New","Renewal","Verified","Spot Bar"
"New","Renewal","Verified","RAFFURTYS"
"New","Renewal","Verified","Mary McLeod Bethune Early Child Development Nursery"
"New","Renewal","Put-Through","Nalepa Services"
"New","Renewal","Verified","Brammer Farms"
"New","Renewal","Verified","Hubert Funeral Home & Cremation Services"
"New","Renewal","Verified","McNeese Construction"
"New","Renewal","Verified","JW Tax & Consulting"
"New","Renewal","Verified","Mr Haul Away"
"New","Renewal","Put-Through","Vineyard Lake Marina"
"New","Renewal","Verified","The Vapor Shoppe"
"New","Renewal","Put-Through","Its A Dogs World K-9 Academy"
"New","Renewal","Verified","Swept Away"
"New","Renewal","Verified","DK Construction Pro LLC"
"New","Renewal","Verified","Lake Charles Poultry Company"
"New","Renewal","Verified","Hanover Hemp LLC"
"New","Renewal","Verified","Egger Funeral Home"
"New","Renewal","Verified","The Mill"
"New","Renewal","Put-Through","Bedford Auto & Diesel Repair"
"New","Renewal","Verified","O'Donnell Motor Company"
"New","Renewal","Verified","Gold Electric Inc"
"New","Renewal","Verified","Waterville Residential"
"New","Renewal","Verified","McGuffee Drugs"
"New","Renewal","Verified","Buddy's Home Furnishing"
"New","Renewal","Put-Through","Highroller Vape and Smoke"
"New","Renewal","Verified","Boyette Insurance Agency"
"New","Renewal","Put-Through","PinaTaylotta Petals"
"New","Renewal","Verified","Action Al's Tire Co"
"New","Renewal","Verified","High Times"
"New","Renewal","Verified","BK Alterations"
"New","Renewal","Verified","Henderson Window Tinting"
"New","Renewal","Verified","Steel City Mortuary Transportation"
"New","Renewal","Verified","Homesmart Realty Group"
"New","Renewal","Put-Through","Custom Kitchen & Design Inc"
"New","Renewal","Verified","Urban Smoke"
"New","Renewal","Verified","Sweet Tooth Glass LLC"
"New","Renewal","Verified","Daddy & Daughters Metal Recycling"
"New","Renewal","Verified","Leonards Auto Service & Towing"
"New","Renewal","Verified","Redline Collision"
"New","Renewal","Put-Through","Mendoza House Leveling & Foundation Repair"
"New","Renewal","Verified","Athens Surgery Center"
"New","Renewal","Put-Through","Ken Graham Trucking"
"New","Renewal","Verified","One Stop Automotive"
"New","Renewal","Verified","Likens Roofing"
"New","Renewal","Verified","Alice's Diner"
"New","Renewal","Verified","Leominster Monument Company"
"New","Renewal","Verified","Northland Buildings"
"New","Renewal","Verified","Spaced Out Smoke Shop"
"New","Renewal","Put-Through","S & S Landscaping & Tree Service"
"New","Renewal","Verified","Mason's Childcare Center"
"New","Renewal","Verified","Spirtas Wrecking Company"
"New","Renewal","Verified","Painting Unlimited Plus"
"New","Renewal","Verified","All Safe Security & Lock"
"New","Renewal","Verified","Morton Lumber Ace Hardware"
"New","Renewal","Put-Through","Worley Funeral Home"
"New","Renewal","Verified","Safekeep Pest Management"
"New","Renewal","Put-Through","Suncrest Tax Service"
"New","Renewal","Verified","Longhorn Steakhouse in Lake Mary Florida"
"New","Renewal","Verified","Affordable OC Towing"
"New","Renewal","Verified","Hillside Collision Center "
"New","Renewal","Verified","Skyhook Tree Sons"
"New","Renewal","Verified","Rouland Construction"
"New","Renewal","Verified","BKind Soap & Succulents Llc"
"New","Renewal","Put-Through","Joe's Garage West Incorporated"
"New","Renewal","Verified","State Farm Insurance"
"New","Renewal","Verified","Mancan Incorporated"
"New","Renewal","Verified","Midtown Tax & Bookkeeping Company Inc"
"New","Renewal","Verified","Trailer & RV Parts Warehouse"
"New","Renewal","Verified","Magic City Organics"
"New","Renewal","Put-Through","Hill Street Bakery"
"New","Renewal","Verified","Great American Truck Shop"
"New","Renewal","Put-Through","Colonial Market"
"New","Renewal","Verified","Carolina Skateland"
"New","Renewal","Verified","Green's Plumbing & Modern Heating"
"New","Renewal","Verified","A-1 Winchester Towing & Repair"
"New","Renewal","Verified","Wilson's Hearing Aids & Service"
"New","Renewal","Verified","Kern River Automotive"
"New","Renewal","Verified","The Hajoca Corporation"
"New","Renewal","Put-Through","Randy's Odd Jobs Recycle"
"New","Renewal","Verified","Kent's Flooring"
"New","Renewal","Verified","Cole's Transmission"
"New","Renewal","Verified","Heritage Health"
"New","Renewal","Verified","Crossroads Carriers"
"New","Renewal","Verified","West Street Towing"
"New","Renewal","Put-Through","A & I Parts"
"New","Renewal","Verified","Distribution Now"
"New","Renewal","Put-Through","Desert Customs Window Tinting"
"New","Renewal","Verified","Lynch's Touch LLC"
"New","Renewal","Verified","North American Specialized Transport"
"New","Renewal","Verified","AJ's Coastal Bliss District"
"New","Renewal","Verified","Wolf's Nursery"
"New","Renewal","Verified","Triple S Tack Shop"
"New","Renewal","Verified","A Plus Electrical Testing"
"New","Renewal","Put-Through","Sweet Destiney Homemade Candy Llc"
"New","Renewal","Verified","Maureen Pruisner CPA"
"New","Renewal","Verified","Outpost Deli"
"New","Renewal","Verified","H.F. Sinclair Navajo Refining"
"New","Renewal","Verified","Mayes & Son's Lawn Care"
"New","Renewal","Verified","Prestige Nutrition"
"New","Renewal","Put-Through","Exp Realty"
"New","Renewal","Verified","Ronin Real Estate Professionals"
"New","Renewal","Put-Through","Hammons Family Funeral Services"
