CallSign,StationLat,StationLon,Service,RFChannel,LicenseExpirationDate,StatusDate,Status,CommunityCity,CommunityState,FacilityType,Frequency,ActiveInd,PartyName,PartyAddress1,PartyAddress2,PartyCity,PartyZip1,PartyState,PartyPhone
WJJY-FM,46.44275,-94.382222,FM Station,294,04/01/2029,04/22/2002,LICENSED,BRAINERD,MN,CDT,106.7,Y,"HBI RADIO BRAINERD/WADENA, LLC","3415 University Avenue, West",,St. Paul,55114,MN,6516424334
WCBN-FM,42.296694,-83.698278,FM Station,202,10/01/2028,,LICENSED,ANN ARBOR,MI,ED,88.3,Y,REGENTS OF THE UNIVERSITY OF MICHIGAN,5000 LS & A BLDG,5TH FLR,ANN ARBOR,48109,MI,
KZMN,48.094111,-114.270667,FM Station,280,04/01/2029,01/03/2002,LICENSED,KALISPELL,MT,H,103.9,Y,"KOFI, INC.",P.O. BOX 608,,KALISPELL,59903,MT,
KMXT,57.788972,-152.433861,FM Station,261,02/01/2030,,LICENSED,KODIAK,AK,ED,100.1,Y,KODIAK PUBLIC BROADCASTING CORP.,620 EGAN WAY,,KODIAK,99615,AK,
KROH,48.015917,-122.926,FM Station,216,02/01/2030,04/05/2012,LICENSED,PORT TOWNSEND,WA,EDT,91.1,Y,OLYMPIC MEDIA,331 BENTON STREET,,PORT TOWNSEND,98368,WA,3603798383
WFBQ,39.895306,-86.201111,FM Station,234,08/01/2028,,LICENSED,INDIANAPOLIS,IN,CDT,94.7,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KDPM,32.540694,-94.401028,FM Station,222,08/01/2029,05/31/2020,LICENSED,MARSHALL,TX,CDT,92.3,Y,92.3 THE DEPOT LLC,306 N. WASHINGTON,,MARSHALL,75670,TX,9039239292
KGWY,44.243028,-105.539139,FM Station,264,10/01/2029,,LICENSED,GILLETTE,WY,CDT,100.7,Y,"Legend Communications of Wyoming, LLC",Susan K. Patrick,199 Carter View Drive,Cody,82414,WY,4107991740
WTTT,39.801528,-89.649722,FM Station,205,12/01/2028,05/18/2020,LICENSED,SPRINGFIELD,IL,EDT,88.9,Y,Covenant Network,4424 Hampton Avenue,,St. Louis,63109,MO,3147527000
KTSC-FM,38.310556,-104.578306,FM Station,208,04/01/2029,,LICENSED,PUEBLO,CO,EDT,89.5,Y,BOARD OF GOVERNORS OF THE COLORADO STATE UNIVERSITY SYSTEM,555 17th Street,Suite 1000,Denver,80202,CO,3035346290
WJNF,42.436472,-73.053444,FM Station,219,04/01/2030,09/13/2012,LICENSED,DALTON,MA,EDT,91.7,Y,HORIZON CHRISTIAN FELLOWSHIP,356 BROAD STREET,,FITCHBURG,1420,MA,9786659111
KMLM-FM,35.36025,-120.656,FM Station,297,12/01/2029,,LICENSED,GROVER BEACH,CA,CDT,107.3,Y,"Gold Coast Radio, LLC",335 'A' STREET,,OXNARD,93030,CA,8053855656
WXGL,28.03975,-82.653167,FM Station,297,02/01/2028,08/28/2001,LICENSED,ST. PETERSBURG,FL,CDT,107.3,Y,"Cox Radio, LLC",1601 W Peachtree Street NE,,Atlanta,30309,GA,4048977000
WELY-FM,47.894361,-91.864028,FM Station,233,04/01/2029,11/16/2001,LICENSED AND SILENT,ELY,MN,CDT,94.5,Y,BOIS FORTE TRIBAL COUNCIL,5344 LAKE SHORE DRIVE,BOX 16,NETT LAKE,55772,MN,2187573261
KSOP-FM,40.659389,-112.202167,FM Station,282,10/01/2029,,LICENSED,SALT LAKE CITY,UT,CDT,104.3,Y,"KSOP, INC.",P. O. BOX 25548,,SALT LAKE CITY,84125,UT,
WSIE,38.785028,-89.986194,FM Station,204,12/01/2028,,LICENSED,EDWARDSVILLE,IL,EDT,88.7,Y,"BOARD OF TRUSTEES, SOUTHERN ILLINOIS UNIVERSITY",SIUE BOX 1773,,EDWARDSVILLE,62026,IL,6186503607
KWOZ,35.785056,-91.962361,FM Station,277,06/01/2028,,LICENSED,MOUNTAIN VIEW,AR,H,103.3,Y,"WRD ENTERTAINMENT, INC.",PO BOX 2077,,BATESVILLE,72503,AR,
KBXL,43.754889,-116.098722,FM Station,231,10/01/2029,,LICENSED,CALDWELL,ID,CDT,94.1,Y,"INSPIRATIONAL FAMILY RADIO, INC.",1440 SOUTH WEIDEMAN AVENUE,,BOISE,83709,ID,
KYSL,39.556083,-106.115278,FM Station,230,04/01/2029,,LICENSED,FRISCO,CO,H,93.9,Y,"KRYSTAL BROADCASTING, INCORPORATED",719 TEN MILE DRIVE,P.O. BOX 27,FRISCO,80443,CO,
KRXT,30.642417,-97.037194,FM Station,253,08/01/2029,,LICENSED,ROCKDALE,TX,H,98.5,Y,"KRXT, INC.",1095 WEST HIGHWAY 79,,ROCKDALE,76567,TX,
KSCR-FM,45.318306,-95.563639,FM Station,228,04/01/2029,,LICENSED,BENSON,MN,CDT,93.5,Y,"HEADWATERS MEDIA, LLC",1605 S. FIRST STREET,,WILLMAR,56201,MN,3202351194
WFRE,39.500111,-77.499167,FM Station,260,10/01/2027,07/19/2001,LICENSED,FREDERICK,MD,CDT,99.9,Y,"CONNOISSEUR MEDIA LICENSES, LLC",180 POST ROAD EAST,SUITE 201,WESTPORT,6880,CT,2032271978
WPKE-FM,37.465944,-82.550972,FM Station,276,08/01/2028,09/25/2002,LICENSED,COAL RUN,KY,CDT,103.1,Y,MOUNTAIN TOP MEDIA LLC,P.O. BOX 2040,,PIKEVILLE,41502,KY,6064374051
KNWT,44.574806,-108.826389,FM Station,206,10/01/2029,07/13/2018,LICENSED,CODY,WY,EDT,89.1,Y,UNIVERSITY OF WYOMING,1000 E. UNIVERSITY AVE.,DEPT. 3984,LARAMIE,82071,WY,3077664265
KJKJ,47.964417,-97.029806,FM Station,298,04/01/2029,,LICENSED,GRAND FORKS,ND,CDT,107.5,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WKVV,44.580889,-68.895861,FM Station,269,04/01/2030,,LICENSED,SEARSPORT,ME,EDT,101.7,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,CA,9162511600
WWBD,34.049056,-80.213972,FM Station,234,12/01/2027,,LICENSED,SUMTER,SC,CDT,94.7,Y,"COMMUNITY BROADCASTERS, LLC",199 WEALTHA AVENUE,,WATERTOWN,13601,NY,3157821240
KFGI,46.564417,-93.951083,FM Station,268,04/01/2029,12/07/1999,LICENSED,CROSBY,MN,CDT,101.5,Y,"R & J BROADCASTING, INC.",312 West Main Street,,Ada,56510,MN,2187842844
WRMM-FM,43.170333,-77.672778,FM Station,267,06/01/2030,,LICENSED,ROCHESTER,NY,CDT,101.3,Y,"STEPHENS MEDIA GROUP - ROCHESTER, LLC",2448 E 81ST STREET,SUITE 5500,TULSA,74137,OK,9184922660
WQQO,41.647,-83.604944,FM Station,288,10/01/2028,,LICENSED,SYLVANIA,OH,CDT,105.5,Y,CUMULUS LICENSING LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
WZPN,40.650028,-89.779556,FM Station,266,12/01/2028,01/04/2000,LICENSED,GLASFORD,IL,CDT,101.1,Y,"ADVANCED MEDIA PARTNERS, LLC",8412 N. KNOXVILLE,,PEORIA,61615,IL,3092083699
WLXO,38.188556,-84.370222,FM Station,288,08/01/2028,01/31/2001,LICENSED,MOUNT STERLING,KY,H,105.5,Y,"CLARITY COMMUNICATIONS, INC.",5780 PRINCESS PALM COURT,APT A,DELRAY BEACH,33484,FL,(561)332-3903
WLCZ,33.601806,-82.553472,FM Station,254,04/01/2028,08/05/2014,LICENSED,LINCOLNTON,GA,H,98.7,Y,"GLORY COMMUNICATIONS, INC.",P.O. BOX 2355,,WEST COLUMBIA,29171,SC,
WIDA-FM,18.111333,-66.051528,FM Station,213,02/01/2028,,LICENSED,CAROLINA,PR,EDT,90.5,Y,RADIO VIDA INCORPORADO,CALLE ARZUAGA NUMBER 203,APARTADO 188,CAROLINA,986,PR,7877571733
KTTR-FM,38.070889,-91.664611,FM Station,259,02/01/2029,,LICENSED,ST. JAMES,MO,CDT,99.7,Y,"KTTR-KZNN, INC.",BOX 4584,,SPRINGFIELD,65808,MO,
KUUZ,33.335389,-91.125944,FM Station,240,06/01/2028,,LICENSED,LAKE VILLAGE,AR,EDT,95.9,Y,"FAMILY WORSHIP CENTER CHURCH, INC.",8919 WORLD MINISTRY AVE,,BATON ROUGE,70810,LA,2257683688
KRWG,32.25925,-106.975556,FM Station,214,10/01/2029,,LICENSED,LAS CRUCES,NM,EDT,90.7,Y,REGENTS OF NEW MEXICO STATE UNIVERSITY,KRWG Public Media,NMSU MSC TV22,Las Cruces,88003,NM,5756462222
WZLB,30.41075,-86.622722,FM Station,276,02/01/2028,,LICENSED,VALPARAISO,FL,CDT,103.1,Y,"JVC Media of Florida, LLC",2301 Lucien Way,Suite 180,Maitland,32751,FL,6316482500
WYBL,41.853889,-80.688889,FM Station,252,10/01/2028,10/18/2005,LICENSED,ASHTABULA,OH,CDT,98.3,Y,"MEDIA ONE HOLDINGS, LLC",2000 AUBURN DRIVE,SUITE 200,BEACHWOOD,44122,OH,2162928113
WEEM-FM,39.997806,-85.73525,FM Station,219,08/01/2028,,LICENSED,PENDLETON,IN,EDT,91.7,Y,SOUTH MADISON COMMUNITY SCHOOL CORP.,ADMINISTRATIVE SERVICES CENTER,203 SOUTH HERITAGE WAY,PENDLETON,46064,IN,7657782161
WMEV-FM,36.901222,-81.542889,FM Station,230,10/01/2027,,LICENSED,MARION,VA,CDT,93.9,Y,"BRISTOL BROADCASTING COMPANY, INC.",901 EAST VALLEY DRIVE,,BRISTOL,24201,VA,2766698112
WMJM,38.228403,-85.639406,FM Station,267,08/01/2028,,LICENSED,JEFFERSONTOWN,KY,CDT,101.3,Y,Alpha Media Licensee LLC,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,5035176200
WPRH,36.258111,-88.186417,FM Station,215,08/01/2028,08/24/2009,LICENSED,PARIS,TN,EDT,90.9,Y,AMERICAN FAMILY ASSOCIATION,P.O. DRAWER 2440,,TUPELO,38803,MS,6628448888
WQFL,42.32225,-89.0115,FM Station,265,12/01/2028,11/13/2001,LICENSED,ROCKFORD,IL,EDT,100.9,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,9162511600
WKSD,41.058917,-84.591611,FM Station,259,10/01/2028,,LICENSED,PAULDING,OH,H,99.7,Y,"FIRST FAMILY BROADCASTING, INC.",PO BOX 487,,VAN WERT,45891,OH,
WRVT,43.658667,-73.1065,FM Station,204,04/01/2030,,LICENSED,RUTLAND,VT,EDT,88.7,Y,VERMONT PUBLIC CO.,365 TROY AVENUE,,COLCHESTER,5446,VT,8028468309
KSUT,37.184167,-107.485611,FM Station,217,04/01/2029,,LICENSED,IGNACIO,CO,EDT,91.3,Y,"KUTE, INC.",PO BOX 737,,IGNACIO,81137,CO,9705630255
KXFM,34.91025,-120.186528,FM Station,256,12/01/2029,,LICENSED,SANTA MARIA,CA,CDT,99.1,Y,POINT TEN LLC,C/O POINT BROADCASTING COMPANY,6922 WILDLIFE ROAD,MALIBU,90265,CA,3104514430
WTRG,36.460694,-77.564139,FM Station,250,12/01/2027,,LICENSED,GASTON,NC,CDT,97.9,Y,"BYRNE ACQUISITION GROUP, LLC",2927 DEVINE STREET,SUITE 100,COLUMBIA,29205,SC,8038517388
KIXO,34.650917,-96.990306,FM Station,291,06/01/2029,,LICENSED,SULPHUR,OK,CDT,106.1,Y,"THE LOVE STATION, INC.",PO BOX 14,,PONCA CITY,74602,OK,8003248488
WJMD,37.193417,-83.184333,FM Station,284,08/01/2028,,LICENSED,HAZARD,KY,CDT,104.7,Y,"HAZARD BROADCASTING, INC.",,,HAZARD,41720,KY,6064362121
KKWB,47.739111,-94.686361,FM Station,273,04/01/2029,11/14/2008,LICENSED,KELLIHER,MN,CDT,102.5,Y,"De la Hunt Media, Inc.",P.O. BOX 1021,,BEMIDJI,56619,MN,2184441025
WARQ,34.00125,-81.034528,FM Station,228,12/01/2027,,LICENSED,COLUMBIA,SC,CDT,93.5,Y,Alpha Media Licensee LLC,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,5035176200
WKRE,33.695361,-86.517472,FM Station,201,04/01/2028,03/18/2011,LICENSED,ARGO,AL,EDT,88.1,Y,TBTA MINISTRIES,5704 PINEGLEN LANE,,IRONDALE,35210,AL,2059513700
WQNS,35.597444,-82.605583,FM Station,286,12/01/2027,,LICENSED,WOODFIN,NC,CDT,105.1,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,,TULSA,74136,OK,9186644581
WMGK,40.039278,-75.236556,FM Station,275,08/01/2030,02/02/2001,LICENSED,PHILADELPHIA,PA,CDT,102.9,Y,"BEASLEY MEDIA GROUP LICENSES, LLC",3033 RIVIERA DRIVE,SUITE 200,NAPLES,34103,FL,2392635000
KLUH,36.718944,-90.396778,FM Station,212,02/01/2029,,LICENSED,POPLAR BLUFF,MO,EDT,90.3,Y,"DAVID CRAIG MINISTRIES, INC.",610 LAURELWOOD,P.O. BOX 1652,SIKESTON,63801,MO,5734716020
KQZR,40.521083,-107.296722,FM Station,297,04/01/2029,10/10/2000,LICENSED,HAYDEN,CO,CDT,107.3,Y,"ALWAYSMOUNTAINTIME, LLC",5670 GREENWOOD PLAZA BLVD.,SUITE 506,GREENWOOD VILLAGE,80111,CO,7207267770
KOWZ,44.045528,-93.384111,FM Station,265,04/01/2029,,LICENSED,BLOOMING PRAIRIE,MN,H,100.9,Y,BLOOMING PRAIRIE FARM RADIO INC.,ATTN: LYNN KETELSEN,255 CEDARDALE DRIVE,OWATONNA,55060,MN,(000)000-0000
WRBN,34.90675,-83.415417,FM Station,239,09/22/2024,,LICENSED,TOCCOA,GA,CDT,95.7,Y,SUTTON RADIOCASTING CORPORATION,P O Drawer E,,TOCCOA,30577,GA,7062977264
WHKS,41.810056,-78.385833,FM Station,235,08/01/2030,05/10/2002,LICENSED,PORT ALLEGANY,PA,CDT,94.9,Y,L-COM INC.,59 Lent Hollow Rd,,Coudersport,16915,PA,8142035555
WQRB,44.928833,-91.542083,FM Station,236,12/01/2028,,LICENSED,BLOOMER,WI,CDT,95.1,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WMXD,42.331972,-83.044917,FM Station,222,10/01/2028,05/07/2002,LICENSED,DETROIT,MI,CDT,92.3,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WGWS,38.145417,-76.372444,FM Station,201,10/01/2027,09/11/2014,LICENSED,ST. MARY'S CITY,MD,EDT,88.1,Y,CSN INTERNATIONAL,4002 N. 3300 E.,,TWIN FALLS,83303,ID,2087333133
WSDM,37.934222,-87.926417,FM Station,211,08/01/2028,12/07/2006,LICENSED,WADESVILLE,IN,EDT,90.1,Y,THE INNOVATION CENTER INC,P.O. BOX 242,,VINCENNES,47591,IN,8128826060
WAWR,43.280889,-75.3035,FM Station,228,06/01/2030,11/30/2000,LICENSED,REMSEN,NY,EDT,93.5,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,CA,9162511600
KPSI-FM,33.945556,-116.410278,FM Station,263,12/01/2021,,LICENSED,PALM SPRINGS,CA,CDT,100.5,Y,Alpha Media Licensee LLC,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,5035176200
KSLY,35.36025,-120.656556,FM Station,241,12/01/2029,10/14/2016,LICENSED,SAN LUIS OBISPO,CA,EDT,96.1,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,CA,9162511600
KRRB,43.620694,-117.210694,FM Station,201,10/01/2029,02/10/2017,LICENSED,KUNA,ID,EDT,88.1,Y,"PENSACOLA CHRISTIAN COLLEGE, INC.",P.O. BOX 18000,"Rejoice Radio, Attn. Jeff Surgeon",PENSACOLA,32523,FL,8504788496
KDFO,35.514667,-119.062333,FM Station,253,12/01/2029,,LICENSED,DELANO,CA,CDT,98.5,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KJHF,20.844722,-156.901111,FM Station,276,02/01/2030,02/19/2019,LICENSED,KUALAPUU,HI,EDT,103.1,Y,"HAWAII PUBLIC RADIO, INC.",738 KAHEKA STREET,SUITE 101,HONOLULU,96814,HI,8089558821
WYKT,41.286417,-88.239778,FM Station,288,12/01/2028,,LICENSED,WILMINGTON,IL,H,105.5,Y,STARADIO CORP.,329 MAINE ST,,QUINCY,62301,IL,
KCGQ-FM,37.3595,-89.621194,FM Station,257,02/01/2029,05/02/2002,LICENSED,GORDONVILLE,MO,CDT,99.3,Y,MRR LICENSE LLC,5589 Greenwich Road,Suite 200-C,VIRGINIA BEACH,23462,VA,7574379800
WKBB,33.678722,-88.805056,FM Station,265,06/01/2028,08/01/2001,LICENSED,MANTEE,MS,CDT,100.9,Y,"TELESOUTH COMMUNICATIONS, INC.",6311 RIDGEWOOD ROAD,,JACKSON,39211,MS,6019571700
WWHG,42.727222,-89.250667,FM Station,290,12/01/2028,08/30/2000,LICENSED,EVANSVILLE,WI,CDT,105.9,Y,BIG RADIO,C/O SCOTT THOMPSON,916 17TH AVENUE,MONROE,53566,WI,0
KLCI,45.238861,-93.687472,FM Station,291,04/01/2029,10/09/2001,LICENSED,ELK RIVER,MN,H,106.1,Y,MILESTONE RADIO LLC,14443 ARMSTRONG BLVD NW,,RAMSEY,55303,MN,(763)412-3636
WTBF-FM,31.678222,-85.943556,FM Station,234,04/01/2028,,LICENSED,BRUNDIDGE,AL,H,94.7,Y,TROY BROADCASTING CORPORATION,67 COURT SQUARE,,TROY,36081,AL,
WCBH,39.273361,-87.927528,FM Station,282,12/01/2028,,LICENSED,CASEY,IL,CDT,104.3,Y,"THE CROMWELL GROUP, INC. OF ILLINOIS",P.O. BOX 150846,,NASHVILLE,37215,TN,6153617560
KDJA,,,FM Station,235,02/01/2030,09/16/2015,LICENSED,TERREBONNE,OR,CDT,94.9,Y,THEDOVE MEDIA INC.,2070 MILLIGAN WAY,,MEDFORD,97504,OR,5417765368
KLHV,32.705417,-93.640167,FM Station,203,06/01/2028,03/15/2011,LICENSED,COTTON VALLEY,LA,EDT,88.5,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BOULEVARD,,ROCKLIN,95765,CA,9162511600
WHKB,47.134917,-88.564833,FM Station,272,10/01/2028,09/09/2002,LICENSED,HOUGHTON,MI,CDT,102.3,Y,HOUGHTON COMMUNITY BROADCASTING CORPORATION,313 EAST MONTEZUMA AVENUE,,HOUGHTON,49931,MI,9064827700
KMPN,30.894056,-98.236667,FM Station,240,08/01/2029,02/03/2016,LICENSED,BURNET,TX,EDT,95.9,Y,"HOUSTON CHRISTIAN BROADCASTERS, INC.",2424 SOUTH BOULEVARD,,HOUSTON,77098,TX,7135205200
WIZF,39.105056,-84.556889,FM Station,266,08/01/2028,,LICENSED,ERLANGER,KY,H,101.1,Y,"BLUE CHIP BROADCASTING LICENSES, LTD.",1010 WAYNE AVENUE,14TH FLOOR,SILVER SPRING,20910,MD,(301)429-3200
WDKC,41.723667,-77.045778,FM Station,268,08/01/2030,,LICENSED,COVINGTON,PA,CDT,101.5,Y,"MID-ATLANTIC BROADCASTING, INC",123 Main Street,,Wellsboro,16901,PA,5706629000
WJIA,34.425917,-86.306917,FM Station,203,04/01/2028,,LICENSED,GUNTERSVILLE,AL,ED,88.5,Y,LAKE CITY EDUCATIONAL BROADCASTING INC.,5025 SPRING CREEK DR,,GUNTERSVILLE,35976,AL,
WLAW-FM,,,FM Station,248,10/01/2028,,LICENSED,WHITEHALL,MI,CDT,97.5,Y,"RADIO LICENSE HOLDING CBC, LLC",780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
WJRH,40.698139,-75.207944,FM Station,285,08/01/2030,,LICENSED,EASTON,PA,EDT,104.9,Y,Lafayette College,730 High Street,,Easton,18042,PA,6103305031
KLQP,45.026361,-96.191722,FM Station,221,04/01/2029,,LICENSED,MADISON,MN,CDT,92.1,Y,"LAC QUI PARLE BROADCASTING CO., INC.",,623 W 3rd St.,MADISON,56256,MN,3205987301
KKTU-FM,39.490472,-118.819889,FM Station,258,10/01/2029,,LICENSED,FALLON,NV,H,99.5,Y,"LAHONTAN VALLEY BROADCASTING COMPANY, LLC",1155 GUMMOW DRIVE,,FALLON,89406,NV,
WFYY,,,FM Station,276,02/01/2028,,LICENSED,WINDERMERE,FL,CDT,103.1,Y,"JVC Media of Florida, LLC",2301 Lucien Way,Suite 180,Maitland,32751,FL,6316482500
KALR,34.625361,-93.010444,FM Station,218,06/01/2028,,LICENSED,HOT SPRINGS,AR,EDT,91.5,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,916251600
KBKN,32.759556,-101.952944,FM Station,217,08/01/2029,12/04/2003,LICENSED,LAMESA,TX,EDT,91.3,Y,La Promesa Foundation,1406 E. Garden Lane,,Midland,79701,TX,8887843476
KHTN,37.533278,-120.031,FM Station,284,12/01/2029,,LICENSED,PLANADA,CA,CDT,104.7,Y,"SMG-MERCED, LLC",2448 E. 81ST STREET,SUITE 5500,TULSA,74137,OK,9184922660
KHAM,43.010194,-93.636889,FM Station,276,02/01/2029,10/25/2012,LICENSED,BRITT,IA,CDT,103.1,Y,"COLOFF MEDIA, LLC",3407 APOLLO STREET,,CEDAR FALLS,50613,IA,3192776956
KBYC,28.809722,-95.963583,FM Station,283,08/01/2029,09/12/2016,LICENSED,MARKHAM,TX,CDT,104.5,Y,CENTRO CRISTIANO DE VIDA ETERNA,8230 ANTOINE DR.,,HOUSTON,77088,TX,7138758728
KKHA,28.873861,-96.139694,FM Station,223,08/01/2029,12/11/2000,LICENSED,MARKHAM,TX,CDT,92.5,Y,Bay and Beyond Broadcasting LLC,107 E. Monseratte St.,,El Campo,77437,TX,9794293613
WPAP,30.511861,-85.488028,FM Station,223,02/01/2028,,LICENSED,PANAMA CITY,FL,CDT,92.5,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,,TULSA,74136,OK,9186644581
WAUH,44.031639,-89.152056,FM Station,272,12/01/2028,04/17/2001,LICENSED,WAUTOMA,WI,CDT,102.3,Y,"HOMETOWN BROADCASTING, LLC",N7502 RADIO ROAD,,RIPON,54971,WI,9203613551
WLSF,29.909694,-82.100389,FM Station,202,02/01/2028,03/14/2016,LICENSED,STARKE,FL,EDT,88.3,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,CA,9162511600
KRPH,34.19225,-112.753611,FM Station,258,09/14/2023,10/23/2021,LICENSED,MORRISTOWN,AZ,CDT,99.5,Y,DEPORTES Y MUSICA COMUNICACIONES LLC,7895 W 131st Street,,Pinecrest,33156,FL,3059988290
WNRT,18.259444,-66.5375,FM Station,245,02/01/2028,,LICENSED,MANATI,PR,H,96.9,Y,"LA VOZ EVANGELICA DE PUERTO RICO, INC.",P.O. BOX 13324,,SANTURCE,908,PR,
KXAZ,37.01025,-111.680694,FM Station,227,10/01/2029,,LICENSED,PAGE,AZ,H,93.3,Y,"LAKE POWELL COMMUNICATIONS, INC.",P O BOX 1030,,PAGE,86040,AZ,
WAYU,33.958333,-86.216917,FM Station,216,04/01/2028,11/18/2010,LICENSED,STEELE,AL,EDT,91.1,Y,Hope Media Group,1722 Treble Drive,,Humble,77338,TX,2814465725
WFCO,39.680333,-82.597361,FM Station,215,10/01/2028,,LICENSED,LANCASTER,OH,EDT,90.9,Y,RIVER RADIO MINISTRIES,881 E. JOHNSTOWN ROAD,,GAHANNA,43230,OH,6142895701
WJEC,33.854278,-88.031972,FM Station,293,04/01/2028,12/06/2000,LICENSED,VERNON,AL,H,106.5,Y,"LAMAR COUNTY BROADCASTING CO., INC.",P.O. BOX 630,,VERNON,35592,AL,
WLDB,43.096111,-87.90425,FM Station,227,12/01/2028,,LICENSED,MILWAUKEE,WI,H,93.3,Y,"MILWAUKEE RADIO ALLIANCE, LLC",N72 W12922 GOOD HOPE ROAD,,MENOMONEE FALLS,53051,WI,(414)771-1021
WNYR-FM,42.806167,-76.846056,FM Station,253,06/01/2030,10/23/2000,LICENSED,WATERLOO,NY,CDT,98.5,Y,"LAKE COUNTRY BROADCASTING, INC.",3568 LENOX ROAD,,GENEVA,14456,NY,
WDUX-FM,44.354278,-89.058639,FM Station,224,12/01/2028,,LICENSED,WAUPACA,WI,CDT,92.7,Y,"TOWER ROAD MEDIA, INC.",1456 E. GREEN BAY STREET,,SHAWANO,54166,WI,7155242194
KDUR,37.278056,-107.873111,FM Station,220,04/01/2029,,LICENSED,DURANGO,CO,EDT,91.9,Y,BOARD OF TRUSTEES FOR FORT LEWIS COLLEGE,1000 RIM DRIVE,,DURANGO,81301,CO,9702477261
WZPR,35.847111,-75.621833,FM Station,222,12/01/2027,,LICENSED,NAGS HEAD,NC,CDT,92.3,Y,"JAM MEDIA SOLUTIONS, LLC",11 NETHERWOOD TERRACE,,EAST ORANGE,7017,NJ,2152897161
KPAW,41.076361,-105.203306,FM Station,225,10/01/2029,12/10/2010,LICENSED,WARREN AFB,WY,CDT,92.9,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KURM-FM,36.43175,-94.513,FM Station,262,06/01/2028,,LICENSED,GRAVETTE,AR,CDT,100.3,Y,"KERM, INC.",113 E. NEW HOPE RD,,ROGERS,72758,AR,5016330790
WKZZ,31.527972,-83.3335,FM Station,223,04/01/2028,01/03/2000,LICENSED,TIFTON,GA,CDT,92.5,Y,"BROADCAST SOUTH, LLC",1931 HIGHWAY 32 E,,DOUGLAS,31533,GA,9123890995
KQRS-FM,45.058278,-93.124361,FM Station,223,04/01/2029,02/08/2000,LICENSED,GOLDEN VALLEY,MN,CDT,92.5,Y,RADIO LICENSE HOLDINGS LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
WIL-FM,38.482278,-90.398167,FM Station,222,02/01/2029,,LICENSED,ST. LOUIS,MO,CDT,92.3,Y,"ST. LOUIS FCC LICENSE SUB, LLC","3415 UNIVERSITY AVENUE, WEST",,ST. PAUL,55114,MN,6516424334
WWIL-FM,34.243778,-78.123056,FM Station,213,12/01/2027,,LICENSED,WILMINGTON,NC,ED,90.5,Y,"CAROLINA CHRISTIAN RADIO, INC.",P.O. BOX 957,,WILMINGTON,28402,NC,(910)763-2452
WSGA,31.693833,-81.390667,FM Station,222,04/01/2028,,LICENSED,HINESVILLE,GA,CDT,92.3,Y,WRGO-FM RADIO LLC,P.O. BOX 976,,NORWICH,13815,NY,9128563592
WRUM,28.581111,-81.075333,FM Station,262,02/01/2028,,LICENSED,ORLANDO,FL,CDT,100.3,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,,TULSA,74136,OK,9186644581
WOCO-FM,44.891917,-87.955083,FM Station,296,12/01/2028,,LICENSED,OCONTO,WI,H,107.1,Y,LAMARDO INC.,PO BOX 197,,OCONTO,54153,WI,
KQIC,45.194389,-95.083889,FM Station,273,04/01/2029,,LICENSED,WILLMAR,MN,H,102.5,Y,LAKELAND BROADCASTING COMPANY,P. O. BOX 838,,WILLMAR,56201,MN,
WMMJ,38.936222,-77.092194,FM Station,272,10/01/2027,,LICENSED,BETHESDA,MD,CDT,102.3,Y,"RADIO ONE LICENSES, LLC",1010 WAYNE AVENUE,4TH FLOOR,SILVER SPRING,20910,MD,3014293200
