CallSign,StationLat,StationLon,Service,RFChannel,LicenseExpirationDate,StatusDate,Status,CommunityCity,CommunityState,FacilityType,Frequency,ActiveInd,PartyName,PartyAddress1,PartyAddress2,PartyCity,PartyZip1,PartyState,PartyPhone,stationFormat,station_latitude,station_longitude
KCCS,36.992528,-104.473889,FM Station,219,04/01/2029,10/31/2008,LICENSED,STARKVILLE,CO,ED,91.7,Y,THE COLORADO COLLEGE,912 NORTH WEBER STREET,,COLORADO SPRINGS,80903,CO,,Public Radio,36.992524,-104.473876
KJWR,44.006056,-95.202778,FM Station,215,04/01/2029,09/12/2008,LICENSED,WINDOM,MN,ED,90.9,Y,"MINN-IOWA CHRISTIAN BROADCASTING, INC.",860 Madison Ave,,Mankato,56001,MN,(507)526-3233,Religious,44.006068,-95.202771
WBCL,41.103667,-85.196083,FM Station,212,08/01/2028,,LICENSED,FORT WAYNE,IN,ED,90.3,Y,"TAYLOR UNIVERSITY BROADCASTING, INC.",1115 WEST RUDISILL BLVD,,FORT WAYNE,46807,IN,(260)745-0576,Christian Contemporary,41.103659,-85.196083
WRSM,39.7215,-76.154944,FM Station,206,10/01/2027,03/29/2013,LICENSED,RISING SUN,MD,ED,89.1,Y,"HOPE CHRISTIAN CHURCH OF MARLTON, INC.",55 EAST MAIN STREET,,MARLTON,8053,NJ,(856)983-1662,Religious,39.721496,-76.154953
WHRF,37.677361,-75.726583,FM Station,252,10/01/2027,09/27/2012,LICENSED,BELLE HAVEN,VA,ED,98.3,Y,"HAMPTON ROADS EDUCATIONAL TELECOM. ASSOC., INC.",5200 HAMPTON BOULEVARD,,NORFOLK,23508,VA,,Classical,37.677353,-75.726596
KBCU,38.073889,-97.343361,FM Station,201,06/01/2029,,LICENSED,NORTH NEWTON,KS,ED,88.1,Y,BETHEL COLLEGE,300 EAST 27TH,,NORTH NEWTON,67117,KS,,College,38.0739,-97.34337
KVCF,43.489417,-97.442833,FM Station,213,04/01/2029,03/28/2002,LICENSED,FREEMAN,SD,EDT,90.5,Y,"VCY AMERICA, INC.",3434 W KILBOURN AVE,,MILWAUKEE,53208,WI,4149353000,Religious,43.489427,-97.442842
KAVB,38.523972,-118.622611,FM Station,254,10/01/2029,08/24/2017,LICENSED,HAWTHORNE,NV,EDT,98.7,Y,"NYX COMMUNICATIONS, INC.",416 S. MARYLAND PARKWAY,,LAS VEGAS,89101,NV,5707501330,Talk,38.523978,-118.622634
WCFX,43.742528,-84.805306,FM Station,237,10/01/2028,,LICENSED,CLARE,MI,CDT,95.3,Y,"Black Diamond Broadcast Group, LLC",,,Traverse City,49696,MI,2319224981,Top-40,43.742528,-84.805295
KLBV,40.451083,-106.75225,FM Station,207,04/01/2029,11/20/2009,LICENSED,STEAMBOAT SPRINGS,CO,ED,89.3,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BOULEVARD,,ROCKLIN,95765,CA,(916)251-1600,Christian Contemporary,40.451089,-106.75227
KJCV-FM,39.745,-94.751917,FM Station,209,02/01/2029,01/05/2005,LICENSED,COUNTRY CLUB,MO,ED,89.7,Y,"COMMUNITY BROADCASTING, INC.",10550 BARKLEY,SUITE 108,OVERLAND PARK,66212,KS,(913)642-7770,Religious,39.744995,-94.751907
KRVE,30.493806,-91.005389,FM Station,241,06/01/2028,,LICENSED,BRUSLY,LA,CDT,96.1,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581,Adult Contemporary,30.4938,-91.005381
WTLX,43.134417,-89.399,FM Station,263,12/01/2028,,LICENSED,MONONA,WI,CDT,100.5,Y,"GOOD KARMA BROADCASTING, LLC",301 W WISCONSIN AVENUE,SUITE 200,MILWAUKEE,53203,WI,4142093100,Sports,43.134438,-89.399008
KKCH,39.418583,-107.368944,FM Station,224,04/01/2029,,LICENSED,GLENWOOD SPRINGS,CO,H,92.7,Y,"ALWAYSMOUNTAINTIME, LLC",5670 GREENWOOD PLAZA BLVD.,SUITE 506,GREENWOOD VILLAGE,80111,CO,(720)726-7770,Hot AC,39.418593,-107.368942
KDVI,48.134722,-98.772611,FM Station,210,04/01/2029,03/29/2007,LICENSED,DEVILS LAKE,ND,EDT,89.9,Y,AMERICAN FAMILY ASSOCIATION,P.O. DRAWER 2440,,TUPELO,38803,MS,6628448888,Religious,48.134724,-98.772616
WVOB,31.182667,-85.40575,FM Station,217,06/08/2025,,LICENSED AND SILENT,DOTHAN,AL,EDT,91.3,Y,"BETHANY DIVINITY COLLEGE AND SEMINARY, INC.",P.O. BOX 1944,,DOTHAN,36302,AL,3347933189,Gospel Music,31.182677,-85.405766
KWYY,42.743583,-106.30725,FM Station,238,10/01/2029,,LICENSED,MIDWEST,WY,H,95.5,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,(203)861-0900,Country,42.743575,-106.307247
WWDL,39.671722,-86.358333,FM Station,217,08/01/2028,07/05/2011,LICENSED,PLAINFIELD,IN,EDT,91.3,Y,THE POWER FOUNDATION,106 ASSEMBLY DRIVE,,PIEDMONT,29673,SC,8646762171,Gospel Music,39.671713,-86.358326
KPMA-FM,33.444,-98.456444,FM Station,220,08/01/2029,07/12/2011,LICENSED,ARCHER CITY,TX,EDT,91.9,Y,"TEMPLO DE DIOS, INC. 1",C/O ELEUTERIO AND VIANEYIDA CABRERA,711 HELENA AVENUE,DALLAS,75217,TX,2146432669,Spanish Christian,33.443997,-98.456441
KKRQ,41.757222,-91.525444,FM Station,264,02/01/2029,,LICENSED,IOWA CITY,IA,CDT,100.7,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581,Classic Rock,41.757236,-91.525449
KPYR,40.563833,-107.611722,FM Station,202,04/01/2029,02/03/2006,LICENSED,CRAIG,CO,ED,88.3,Y,"PUBLIC BROADCASTING OF COLORADO, INC.",BRIDGES BROADCAST CENTER,7409 SOUTH ALTON COURT,CENTENNIAL,80112,CO,,Public Radio,40.563859,-107.611734
KTCS-FM,35.072306,-94.680778,FM Station,260,06/01/2028,,LICENSED,FORT SMITH,AR,H,99.9,Y,BIG CHIEF BROADCASTING COMPANY,P. O. BOX 180188,,FORT SMITH,72918,AR,,Country,35.07232,-94.680782
WVBL,37.276111,-81.250833,FM Station,203,10/01/2027,07/02/2012,LICENSED,BLUEFIELD,WV,ED,88.5,Y,WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY,600 CAPITOL STREET,,CHARLESTON,25301,WV,(304)556-4900,Public Radio,37.276117,-81.250821
KCSI,41.026444,-95.200833,FM Station,237,02/01/2029,,LICENSED,VILLISCA,IA,H,95.3,Y,"HAWKEYE COMMUNICATIONS, INC.",P.O. BOX 465,,RED OAK,51566,IA,,Country,41.026436,-95.200824
WGTT,28.952472,-81.791167,FM Station,218,02/01/2028,06/17/2011,LICENSED,EMERALDA,FL,EDT,91.5,Y,BIBLE CLARITY,1115 HONEYSUCKLE DRIVE,,KEENE,76059,TX,8176413495,Religious,28.952485,-81.791191
WHVE,37.077833,-85.174389,FM Station,224,08/01/2028,,LICENSED,RUSSELL SPRINGS,KY,H,92.7,Y,"SHORELINE COMMUNICATIONS, INC",PO BOX 927,,COLUMBIA,42728,KY,,Classic Hits,37.077844,-85.174402
KIIS-FM,34.226667,-118.066722,FM Station,274,12/01/2029,,LICENSED,LOS ANGELES,CA,CDT,102.7,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581,Top-40,34.226671,-118.066735
WQLT-FM,34.673417,-87.715583,FM Station,297,04/01/2028,06/26/2000,LICENSED,FLORENCE,AL,H,107.3,Y,BIG RIVER BROADCASTING CORPORATION,79 S. MENDENHALL RD.,,MEMPHIS,38117,TN,,Adult Hits,34.673424,-87.715587
WBYG,38.847,-82.130417,FM Station,258,10/01/2027,01/29/2001,LICENSED,POINT PLEASANT,WV,H,99.5,Y,"BIG RIVER RADIO, INC.",P. O. BOX 889,,BLACKSBURG,24063,VA,,Country,38.847025,-82.130422
WMXM,42.24975,-87.828944,FM Station,205,12/01/2028,09/20/2007,LICENSED,LAKE FOREST,IL,ED,88.9,Y,LAKE FOREST COLLEGE,555 N. SHERIDAN RD.,,LAKE FOREST,60045,IL,,College,42.249745,-87.828958
WKZS,40.146139,-87.454167,FM Station,277,12/01/2028,,LICENSED,THOMASBORO,IL,H,103.3,Y,"BENTON-WEATHERFORD BROADCASTING, INC.,",OF INDIANA,P.O. BOX 67,COVINGTON,47932,IN,,Country,40.146148,-87.454182
KFGE,40.864444,-97.270889,FM Station,251,06/01/2029,,LICENSED,MILFORD,NE,CDT,98.1,Y,"NRG LICENSE SUB, LLC",2875 MT. VERNON RD. SE,,CEDAR RAPIDS,52403,IA,3192001900,Country,40.864454,-97.270879
KORV,42.204861,-120.328556,FM Station,228,02/01/2030,01/29/2012,LICENSED,LAKEVIEW,OR,CDT,93.5,Y,"M&J RADIO, LLC",629 CENTER ST.,,LAKEVIEW,97630,OR,5414170149,Country,42.204883,-120.32857
WCLT-FM,40.033944,-82.402083,FM Station,262,10/01/2028,,LICENSED,NEWARK,OH,CDT,100.3,Y,"WCLT RADIO, INC.",P. O. BOX 5150,,NEWARK,43058,OH,7403454004,Country,40.033954,-82.402097
KLNB,40.913889,-98.398111,FM Station,202,06/01/2029,08/11/2005,LICENSED,GRAND ISLAND,NE,EDT,88.3,Y,EDUCATIONAL MEDIA FOUNDATION,5700 W. OAKS BLVD.,,ROCKLIN,95765,CA,9162511600,Christian Contemporary,40.913901,-98.39812
KXRA-FM,45.931917,-95.445583,FM Station,222,04/01/2029,,LICENSED,ALEXANDRIA,MN,CDT,92.3,Y,"LEIGHTON RADIO HOLDINGS, INC.",P.O. BOX 1458,,ST. CLOUD,56302,MN,3205711450,Classic Rock,45.931905,-95.445596
WRDX,39.200944,-75.564917,FM Station,225,08/01/2030,,LICENSED,SMYRNA,DE,CDT,92.9,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581,Hot AC,39.200945,-75.564926
KJLF,46.006028,-112.443333,FM Station,213,04/01/2029,02/29/2008,LICENSED,BUTTE,MT,ED,90.5,Y,"HI-LINE RADIO FELLOWSHIP, INC.",P.O. BOX 2426,,HAVRE,59501,MT,(406)265-5845,Religious,46.006038,-112.44335
KQSW,41.431611,-109.117611,FM Station,243,10/01/2021,03/15/2000,LICENSED,ROCK SPRINGS,WY,H,96.5,Y,"BIG THICKET BROADCASTING COMPANY OF WYOMING, INC.",PO BOX 2128,,ROCK SPRINGS,82902,WY,,Country,41.431631,-109.117624
WYVN,42.686139,-86.168083,FM Station,224,10/01/2028,,LICENSED,SAUGATUCK,MI,H,92.7,Y,"MIDWEST COMMUNICATIONS, INC.",904 GRAND AVE.,,WAUSAU,54403,WI,(715)842-1437,Classic Hits,42.686136,-86.168095
WHKX,37.2515,-81.188694,FM Station,292,10/01/2027,08/04/2000,LICENSED,BLUEFIELD,VA,CDT,106.3,Y,"FIRST MEDIA SERVICES, LLC",900 BLUEFIELD AVENUE,,BLUEFIELD,24701,WV,3043277114,Country,37.251506,-81.188706
KBBF,38.656278,-122.616083,FM Station,206,12/01/2029,05/05/2011,LICENSED,CALISTOGA,CA,ED,89.1,Y,"BILINGUAL BROADCASTING FOUNDATION, INC.",P. O. BOX 7189,,SANTA ROSA,95407,CA,,Public Radio,38.656295,-122.616096
WKRO-FM,29.154417,-80.995583,FM Station,226,02/01/2028,,LICENSED,PORT ORANGE,FL,H,93.1,Y,"SOUTHERN STONE COMMUNICATIONS OF FLORIDA, LLC",126 W. INTERNATIONAL SPEEDWAY BOULEVARD,,DAYTONA BEACH,32114,FL,(386)255-9300,Country,29.154428,-80.99561
WKRA-FM,34.786472,-89.416722,FM Station,224,06/01/2028,,LICENSED,HOLLY SPRINGS,MS,H,92.7,Y,BILLY R. AUTRY,145 MEMPHIS ST,,HOLLY SPRINGS,38635,MS,,Gospel Music,34.786485,-89.416744
KCVW,37.773889,-97.514778,FM Station,232,06/01/2029,,LICENSED,KINGMAN,KS,ED,94.3,Y,"COMMUNITY BROADCASTING, INC.",10550 BARKLEY,STE 108,OVERLAND PARK,66212,KS,,Religious,37.773901,-97.514768
WILK-FM,41.305639,-75.760194,FM Station,276,08/01/2030,09/04/2002,LICENSED,AVOCA,PA,CDT,103.1,Y,"Audacy License, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,6106605610,News/Talk,41.305636,-75.760193
WUHU,36.843083,-86.258306,FM Station,296,08/01/2028,,LICENSED,SMITHS GROVE,KY,H,107.1,Y,"FOREVER COMMUNICATIONS, INC.",1919 SCOTTSVILLE ROAD,,BOWLING GREEN,42104,KY,(270)843-3333,Top-40,36.843099,-86.258321
KATO-FM,44.129417,-94.188306,FM Station,226,04/01/2029,,LICENSED,NEW ULM,MN,CDT,93.1,Y,"SUBARCTIC MEDIA, LLC",C/O J DAVID LINDER,5825 SW 91 ST,MIAMI,33156,FL,0,Classic Hits,44.129409,-94.188294
KACE,36.936306,-116.850056,FM Station,252,10/01/2029,08/25/2014,LICENSED,BEATTY,NV,H,98.3,Y,"SMITH AND FITZGERALD, PARTNERSHIP",P.O. BOX 20155,,SCRANTON,18502,PA,,Country,36.936333,-116.850062
KICJ,41.668056,-93.328806,FM Station,205,02/01/2029,08/11/2005,LICENSED,MITCHELLVILLE,IA,EDT,88.9,Y,"Iowa Public Radio, Inc.",2111 Grand Avenue,,Des Moines,50312,IA,5157251705,Classical,41.668045,-93.328819
WKTU,40.748444,-73.985694,FM Station,278,06/01/2030,06/20/2000,LICENSED,LAKE SUCCESS,NY,CDT,103.5,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581,Hot AC,40.748435,-73.985694
KSQY,44.33025,-103.836583,FM Station,236,04/01/2029,,LICENSED,DEADWOOD,SD,H,95.1,Y,"HAUGO BROADCASTING, INC.",3601 CANYON LAKE DRIVE,,RAPID CITY,57702,SD,(605)343-0888,Rock,44.330262,-103.83659
KJAK,28.943028,-99.280028,FM Station,277,,11/10/2015,CP OFF AIR,PEARSALL,TX,CDT,103.3,Y,Alpha Media Licensee LLC Debtor in Possession,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,5035176200,Religious,28.943025,-99.280038
KNWP,48.150639,-123.670472,FM Station,211,02/01/2030,,LICENSED,PORT ANGELES,WA,ED,90.1,Y,WASHINGTON STATE UNIVERSITY,EDUCATIONAL TELECOMMUNICATIONS AND TECH.,"MURROW COMM CENTER, P.O. BOX 642530",PULLMAN,99164,WA,(509)335-6511,Public Radio,48.150644,-123.670473
KBHU-FM,44.496639,-103.87075,FM Station,206,04/01/2029,,LICENSED,SPEARFISH,SD,ED,89.1,Y,BLACK HILLS STATE UNIVERSITY,1200 UNIVERSITY  BLVD,UNISERSITY STN BOX 9665,SPEARFISH,57799,SD,,College,44.496651,-103.870759
KIRS,37.523389,-93.878,FM Station,299,02/01/2029,01/26/2019,LICENSED,STOCKTON,MO,EDT,107.7,Y,"VCY AMERICA, INC.",3434 W. KILBOURN AVE.,,MILWAUKEE,53208,WI,4149353000,Religious,37.523377,-93.877992
WSMS,33.654,-88.620889,FM Station,260,06/01/2028,02/15/2001,LICENSED,ARTESIA,MS,CDT,99.9,Y,CUMULUS LICENSING LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700,Rock,33.654006,-88.62088
KPCS,45.55275,-93.581917,FM Station,209,04/01/2029,04/22/2010,LICENSED,PRINCETON,MN,ED,89.7,Y,"PENSACOLA CHRISTIAN COLLEGE, INC.",P.O. BOX 18000,,PENSACOLA,32523,FL,,Religious,45.552743,-93.581906
WXUS,29.18775,-82.394278,FM Station,272,02/01/2028,03/20/2002,LICENSED,DUNNELLON,FL,CDT,102.3,Y,"JVC Media of Florida, LLC",2301 Lucien Way,Suite 180,Maitland,32751,FL,6316482500,Country,29.187751,-82.394266
WTTL-FM,37.380889,-87.467778,FM Station,295,08/01/2028,09/29/2000,LICENSED,MADISONVILLE,KY,H,106.9,Y,"MADISONVILLE CBC, INC.",P.O. BOX 1505,,GLASGOW,42142,KY,(270)659-2002,Adult Contemporary,37.380878,-87.467778
WEDJ,39.801722,-86.573333,FM Station,296,08/01/2028,10/12/1999,LICENSED,DANVILLE,IN,H,107.1,Y,"CONTINENTAL BROADCAST GROUP, LLC",1800 N. Meridian St.,SUITE 201,Indianapolis,46202,IN,(203)227-1978,Regional Mexican,39.801712,-86.573334
KLFG,42.817472,-94.411639,FM Station,208,02/01/2029,08/25/2005,LICENSED,FORT DODGE,IA,EDT,89.5,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BOULEVARD,,ROCKLIN,95765,CA,9162511600,Christian Contemporary,42.817472,-94.411638
WLGD,,,FM Station,272,06/01/2020,07/26/2017,LICENSED,CALHOUN CITY,MS,H,102.3,N,"VALLEYDALE BROADCASTING, LLC",P.O. BOX 383174,,BIRMINGHAM,35238,AL,,Classic Country,41.315083,-75.88825
WLGD,,,FM Station,272,06/01/2020,07/26/2017,LICENSED,CALHOUN CITY,MS,H,102.3,N,"VALLEYDALE BROADCASTING, LLC",P.O. BOX 383174,,BIRMINGHAM,35238,AL,,Classic Country,41.315083,-75.88825
KAFZ,35.2,-112.205722,FM Station,259,10/01/2029,01/31/2022,LICENSED AND SILENT,ASH FORK,AZ,H,99.7,Y,"ALEX MEDIA, INC.",25 EAST 86TH STREET,APT 13B,NEW YORK,10028,NY,,80's Rock,35.224733,-112.487123
WWYL,42.058139,-75.953806,FM Station,281,06/01/2030,12/27/2000,LICENSED,CHENANGO BRIDGE,NY,CDT,104.1,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900,Top-40,42.058131,-75.953809
KWHL,61.12,-149.897194,FM Station,293,02/01/2022,11/22/2000,LICENSED,ANCHORAGE,AK,CDT,106.5,Y,Alpha Media Licensee LLC,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,5035176200,Rock,61.120002,-149.897197
KRFH,42.071361,-92.922139,FM Station,204,02/01/2029,12/08/2014,LICENSED,MARSHALLTOWN,IA,ED,88.7,Y,"MARSHALLTOWN EDUCATION PLUS, INC.",1930 N. CENTER STREET ROAD,,MARSHALLTOWN,50158,IA,(641)752-4122,Christian Contemporary,42.071376,-92.922144
KNRI,46.827222,-100.774861,FM Station,209,04/01/2029,03/09/2006,LICENSED,BISMARCK,ND,ED,89.7,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,(916)251-1600,Christian Contemporary,46.827222,-100.774861
KJKL,46.834639,-98.692917,FM Station,206,04/01/2029,09/12/2008,LICENSED,JAMESTOWN,ND,ED,89.1,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,(916)251-1600,Christian Contemporary,46.834639,-98.692917
KLBZ,45.956861,-111.371361,FM Station,207,04/01/2029,12/18/2007,LICENSED,BOZEMAN,MT,ED,89.3,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,(916)251-1600,Christian Contemporary,45.956872,-111.371351
KTDV,42.263583,-93.066028,FM Station,220,02/01/2029,08/25/2008,LICENSED,STATE CENTER,IA,ED,91.9,Y,"MARSHALLTOWN EDUCATION PLUS, INC.",1930 N. CENTER STREET ROAD,,MARSHALLTOWN,50158,IA,(641)752-4122,Christian Contemporary,42.263595,-93.066035
KBDG,37.516861,-120.870472,FM Station,215,12/01/2021,06/04/2011,LICENSED,TURLOCK,CA,ED,90.9,Y,"ASSYRIAN AMERICAN CIVIC CLUB OF TURLOCK, INC. (NEW BOARD)",2618 N. GOLDEN STATE BLVD.,,TURLOCK,95382,CA,(209)667-8444,Ethnic,37.516878,-120.870484
WNAN,41.285111,-70.143639,FM Station,216,04/01/2030,01/29/2001,LICENSED,NANTUCKET,MA,ED,91.1,Y,WGBH EDUCATIONAL FOUNDATION,1 GUEST STREET,,BOSTON,2135,MA,(617)300-4405,Public Radio,41.285123,-70.143628
WHSK,41.008139,-76.447167,FM Station,216,08/01/2030,06/18/2013,LICENSED,BLOOMSBURG,PA,EDT,91.1,Y,BLOOMSBURG UNIV. OF PENNSYLVANIA,400 EAST SECOND STREET,,BLOOMSBURG,17815,PA,5703894778,College,41.008143,-76.447167
KJMO,38.499167,-91.883611,FM Station,248,02/01/2029,07/31/2006,LICENSED,LINN,MO,CDT,97.5,Y,CUMULUS LICENSING LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700,Classic Hits,38.49918,-91.883619
KOJI,43.164694,-95.325,FM Station,214,02/01/2029,11/18/2002,LICENSED,OKOBOJI,IA,EDT,90.7,Y,WESTERN IOWA TECH COMMUNITY COLLEGE,P.O. BOX 5199,,SIOUX CITY,51102,IA,7122746406,Public Radio,43.164693,-95.325002
KEGE,39.946,-121.722472,FM Station,269,12/01/2029,01/30/2006,LICENSED,HAMILTON CITY,CA,CDT,101.7,Y,"Independence Rock Media, LLC",1490 Stone Point Drive,Suite 200,Roseville,95661,CA,5307275253,Regional Mexican,39.945994,-121.722479
WTGZ,32.4715,-85.574389,FM Station,240,04/01/2028,,LICENSED,TUSKEGEE,AL,H,95.9,Y,"NEW WORLD COMMUNICATIONS, INC.",320 BARNETT BOULEVARD,,TALLASSEE,36078,AL,,Alternative,32.471527,-85.574395
WPHI-FM,40.041667,-75.236111,FM Station,280,08/01/2030,,LICENSED,JENKINTOWN,PA,CDT,103.9,Y,"Audacy License, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,6106605610,News,40.041668,-75.236124
KMVN,61.335833,-149.515556,FM Station,289,02/01/2030,11/01/2001,LICENSED,ANCHORAGE,AK,CDT,105.7,Y,"LAST FRONTIER MEDIACTIVE, LLC",529 5TH AVENUE,SUITE 200,FAIRBANKS,99701,AK,9074515910,Hot AC,61.335847,-149.515547
WJMZ-FM,34.702056,-82.605139,FM Station,297,12/01/2027,10/03/2001,LICENSED,ANDERSON,SC,CDT,107.3,Y,"SM-WJMZ, LLC",2700 CORPORATE DRIVE,SUITE 115,BIRMINGHAM,35242,AL,2053222987,Urban Contemporary,34.702057,-82.605134
WLKJ,40.383139,-78.658361,FM Station,289,08/01/2030,,LICENSED,PORTAGE,PA,EDT,105.7,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,CA,9162511600,Christian Contemporary,40.38313,-78.658352
KIHS,41.6025,-94.048833,FM Station,203,02/01/2029,06/10/2004,LICENSED,ADEL,IA,ED,88.5,Y,ST. GABRIEL COMMUNICATIONS,POST OFFICE BOX 838,,DES MOINES,50304,IA,(515)223-1150,Religious,41.602488,-94.048843
KZTP,43.541639,-95.751694,FM Station,282,02/01/2029,07/10/2008,LICENSED,SIBLEY,IA,H,104.3,Y,"ABSOLUTE COMMUNICATIONS, L.L.C.",25138 C-60,,HINTON,51024,IA,,Christian Contemporary,43.541632,-95.751682
KEXS-FM,40.420833,-94.722472,FM Station,291,02/01/2029,09/08/2008,LICENSED,RAVENWOOD,MO,ED,106.1,Y,"CATHOLIC RADIO NETWORK, INC.",1400 NE 42ND TERRACE,,KANSAS CITY,64116,MO,(816)455-0532,Religious,40.420822,-94.722467
WGSW,32.084306,-84.242944,FM Station,295,04/01/2028,11/30/2015,LICENSED,AMERICUS,GA,CDT,106.9,Y,Greater 2nd Mt. Olive Missionary Baptist Church,302 Adkins Street,,Albany,31705,GA,2293443671,Gospel Music,32.08433,-84.242966
KLLP,42.873778,-112.514139,FM Station,253,10/01/2029,,LICENSED,BLACKFOOT,ID,CDT,98.5,Y,"RJ Broadcasting LS, LLC",1401 E. Stillwood Avenue,,Salt Lake City,84117,UT,8016332788,Hot AC,42.873803,-112.514148
WOWA,38.700333,-88.081417,FM Station,229,12/01/2028,07/13/2015,LICENSED,WEST SALEM,IL,H,93.7,Y,"V.L.N. BROADCASTING, INC.",P.O. BOX 1227,,CORBIN,40702,KY,,Classic Hits,38.700326,-88.081427
WHRE,37.359028,-75.941611,FM Station,220,10/01/2027,10/04/2011,LICENSED,EASTVILLE,VA,ED,91.9,Y,"HAMPTON ROADS EDUCATIONAL TELECOMMUNICATIONS ASSOC., INC.",5200 HAMPTON BOULEVARD,,NORFOLK,23508,VA,(757)621-6361,Public Radio,37.359026,-75.941598
WMPK,31.285528,-90.319583,FM Station,228,06/01/2028,03/10/2016,LICENSED,SUMMIT,MS,H,93.5,Y,"TELESOUTH COMMUNICATIONS, INC.",6311 RIDGEWOOD ROAD,,JACKSON,39211,MS,,News/Talk,31.285537,-90.319594
WWPG,32.922056,-87.818889,FM Station,282,04/01/2028,04/19/2001,LICENSED,EUTAW,AL,H,104.3,Y,"JIM LAWSON COMMUNICATIONS, INC.",P O BOX 70427,,TUSCALOOSA,35407,AL,,Urban Contemporary,32.922044,-87.818902
WNNL,35.596528,-78.754722,FM Station,280,12/01/2027,,LICENSED,FUQUAY-VARINA,NC,CDT,103.9,Y,"RADIO ONE LICENSES, LLC","1010 WAYNE AVENUE, 14TH FLOOR",,SILVER SPRING,20910,MD,3014293200,Gospel Music,35.596546,-78.754734
WKLQ,42.855583,-85.962528,FM Station,233,10/01/2028,,LICENSED,HOLLAND,MI,CDT,94.5,Y,"RADIO LICENSE HOLDING CBC, LLC",780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700,Adult Album Alternative,42.855581,-85.962539
KTMN,32.99425,-105.708611,FM Station,250,10/01/2029,01/08/2016,LICENSED,CLOUDCROFT,NM,H,97.9,Y,CLOUDCROFT BROADCASTING CORPORATION,3001 N. FLORIDA AVENUE,,ALAMOGORDO,88310,NM,,Classic Rock,32.994258,-105.708598
KCBW,36.804222,-90.720111,FM Station,283,02/01/2029,02/20/2013,LICENSED,GRANDIN,MO,H,104.5,Y,"FOX RADIO NETWORK, LLC",932 COUNTY ROAD 448,,POPLAR BLUFF,63901,MO,,Classic Rock,36.804222,-90.72012
WVMD,39.422306,-78.79,FM Station,261,10/01/2027,,LICENSED,ROMNEY,WV,CDT,100.1,Y,WEST VIRGINIA RADIO CORPORATION OF THE ALLEGHENIES,1251 EARL L. CORE ROAD,,MORGANTOWN,26505,WV,3042960029,Country,39.422317,-78.790019
KWCW,46.069583,-118.331917,FM Station,213,02/01/2030,,LICENSED,WALLA WALLA,WA,EDT,90.5,Y,ASWC RADIO COMMITTEE,345 BOYER AVENUE,,WALLA WALLA,99362,WA,5095275285,College,46.069581,-118.331909
KUBL-FM,40.659389,-112.202167,FM Station,227,10/01/2029,,LICENSED,SALT LAKE CITY,UT,CDT,93.3,Y,"RADIO LICENSE HOLDING CBC, LLC",780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700,Country,40.659389,-112.202167
WQDR-FM,35.676528,-78.535556,FM Station,234,12/01/2027,,LICENSED,RALEIGH,NC,CDT,94.7,Y,"Carolina Media Group, Inc.",3012 Highwoods Blvd.,Suite 201,Raleigh,27604,NC,9197909392,Country,35.676543,-78.535559
WMTH,42.03725,-87.858389,FM Station,213,12/01/2028,,LICENSED,PARK RIDGE,IL,ED,90.5,Y,"BOARD OF EDUCATION, MAINE TWP. #207",1131 SOUTH DEE ROAD,,PARK RIDGE,60068,IL,,Grade School (K-12),42.037251,-87.858398
KUNM,35.21225,-106.449722,FM Station,210,10/01/2029,,LICENSED,ALBUQUERQUE,NM,ED,89.9,Y,REGENTS OF THE UNIVERSITY OF NEW MEXICO,ROOM 326 ONATE HALL,UNIVERSITY OF NM,ALUQUERQUE,87131,NM,,Public Radio,35.212265,-106.449746
